,location,total_sqft,bath,bhk,price
4168,Hosur Road,760.0,1,1,21.28
4169,other,1540.0,3,3,68.0
4170,other,1206.0,2,2,38.5
4171,other,1645.0,3,3,95.0
4174,Nehru Nagar,2342.0,3,4,115.0
4175,other,1200.0,2,3,55.0
4176,Yelenahalli,1056.0,2,2,33.0
4178,Kanakpura Road,1450.0,3,3,54.3
4179,other,1161.0,2,2,36.69
4180,other,1097.0,2,2,65.0
4181,Uttarahalli,850.0,2,2,35.0
4182,Green Glen Layout,1715.0,3,3,115.0
4184,Electronic City,1200.0,2,2,59.0
4185,8th Phase JP Nagar,1080.0,2,2,38.0
4186,Kasavanhalli,1200.0,2,2,50.3
4188,Banashankari,1400.0,2,3,78.0
4190,Kanakpura Road,458.0,1,1,19.695
4191,Marathahalli,1230.0,2,2,57.0
4192,Kalyan nagar,1640.0,3,3,88.0
4193,Banashankari,1700.0,3,3,125.0
4194,Bommasandra,1478.0,2,3,44.0
4196,Banashankari,1020.0,2,2,40.79
4198,Yelahanka,1275.0,2,3,95.0
4200,Kanakapura,1110.0,2,2,38.85
4201,Uttarahalli,1627.86,3,3,88.0
4202,other,620.0,2,2,22.0
4204,Hosa Road,1133.0,2,2,52.0
4205,Hennur Road,1182.0,2,2,82.5
4206,Tumkur Road,1500.0,3,3,100.0
4208,Marathahalli,1200.0,2,2,58.0
4209,Raja Rajeshwari Nagar,1128.0,2,2,48.79
4212,Amruthahalli,1100.0,2,2,45.0
4213,Kengeri Satellite Town,635.0,1,2,22.0
4214,Ardendale,2062.0,3,4,140.0
4215,Thanisandra,1874.0,4,3,130.0
4217,Old Madras Road,1171.0,2,2,75.0
4218,Sarjapur,2020.0,3,3,85.0
4219,8th Phase JP Nagar,1059.0,2,2,34.5
4220,Panathur,1315.0,2,3,59.1
4221,Jakkur,1760.0,3,3,110.0
4223,Hennur Road,1192.0,2,3,62.0
4224,Hebbal,1645.0,3,3,121.0
4225,Whitefield,1250.0,2,2,72.0
4226,Whitefield,709.0,1,1,34.385
4227,Whitefield,1340.0,2,2,77.0
4229,Hosa Road,1369.1,2,2,104.0
4230,other,1355.0,2,2,75.0
4231,Bannerghatta Road,1150.0,2,2,65.0
4232,Kanakapura,1938.0,3,3,113.0
4234,Budigere,1636.0,3,3,85.0
4235,Akshaya Nagar,1430.0,2,3,75.0
4236,other,2000.0,3,3,85.0
4237,Electronic City Phase II,993.0,2,3,50.0
4239,Kanakpura Road,1700.0,3,3,88.0
4240,Yelahanka,1270.0,2,2,78.0
4241,Anjanapura,1500.0,3,3,121.0
4244,Marathahalli,1650.0,3,3,86.45
4245,Panathur,1109.0,2,2,63.0
4246,other,1280.0,2,2,49.75
4250,Kothanur,1462.0,3,3,71.0
4251,Marathahalli,607.0,1,1,35.0
4252,Kammasandra,930.0,2,2,25.0
4257,Electronic City Phase II,1418.0,3,3,52.47
4259,EPIP Zone,1125.0,2,2,65.0
4260,CV Raman Nagar,1825.0,3,3,126.0
4261,Whitefield,1320.0,2,2,79.5
4265,Whitefield,750.0,2,2,52.7
4266,Yelahanka,1400.0,2,3,80.54
4270,other,1150.0,3,4,110.0
4271,Whitefield,1200.0,3,3,61.96
4272,Poorna Pragna Layout,965.0,2,2,48.0
4273,Gottigere,812.0,1,1,26.0
4274,KR Puram,1100.0,2,2,43.0
4275,Whitefield,1180.0,2,2,41.0
4276,HSR Layout,1145.0,2,2,48.0
4277,Haralur Road,1027.0,2,2,44.0
4278,other,1215.0,2,2,49.85
4279,Hegde Nagar,1200.0,2,2,75.0
4280,Kenchenahalli,1015.0,2,2,58.0
4284,other,1076.0,2,2,52.0
4285,JP Nagar,1300.0,2,2,109.0
4286,Hebbal Kempapura,1300.0,2,2,102.0
4287,Hosa Road,1512.0,3,3,123.0
4288,Bhoganhalli,1053.4,3,3,88.91
4289,Yeshwanthpur,605.0,1,1,41.745
4290,Hormavu,1153.0,2,2,65.0
4291,other,2080.0,2,2,150.0
4292,Hulimavu,1255.0,2,2,69.0
4294,Marathahalli,1583.0,3,3,109.0
4295,other,1505.0,2,2,90.0
4296,Kathriguppe,1365.0,2,3,75.08
4297,other,1200.0,3,3,95.75
4298,other,1810.0,4,3,148.0
4299,Magadi Road,440.0,1,1,35.0
4300,Subramanyapura,975.0,2,2,63.0
4301,other,1250.0,2,2,39.0
4302,other,1530.0,2,3,97.0
4303,Kereguddadahalli,1300.0,2,3,39.0
4304,Channasandra,1115.0,2,2,40.0
4305,Sarjapur  Road,1308.0,2,2,83.0
4306,Parappana Agrahara,1194.0,2,2,47.0
4307,Uttarahalli,1490.0,2,3,59.6
4309,Sarjapur  Road,1592.0,3,3,91.0
4310,Rajaji Nagar,1222.0,2,2,112.0
4311,Raja Rajeshwari Nagar,1267.0,2,2,42.85
4312,Balagere,656.0,1,1,53.0
4315,Chandapura,1200.0,1,2,36.0
4316,Thanisandra,1698.0,3,3,102.0
4317,other,1500.0,3,3,70.0
4319,Electronic City,1152.0,2,2,65.75
4320,Raja Rajeshwari Nagar,550.0,1,1,21.0
4321,Pattandur Agrahara,900.0,2,2,42.0
4322,other,1410.0,2,3,45.12
4323,Akshaya Nagar,1419.0,2,3,73.0
4324,Amruthahalli,1200.0,2,2,55.0
4325,AECS Layout,1800.0,3,3,65.0
4326,Gottigere,990.0,2,2,40.0
4327,Sarjapur  Road,1016.0,2,2,45.0
4328,Bannerghatta Road,1100.0,2,2,39.0
4329,Ramamurthy Nagar,850.0,2,4,65.0
4330,Whitefield,1095.0,2,2,35.0
4331,other,2000.0,3,3,85.0
4332,Budigere,1444.0,2,2,70.0
4333,Whitefield,1415.0,2,2,67.0
4334,other,1500.0,2,3,130.0
4335,other,1600.0,3,3,72.0
4336,Whitefield,1105.0,2,2,41.36
4337,Electronic City,1225.0,3,3,45.03
4339,Kanakpura Road,1080.0,2,2,37.8
4341,Talaghattapura,1856.0,3,3,135.0
4342,Haralur Road,1464.0,3,3,56.0
4344,Sarjapur  Road,1150.0,2,2,77.0
4346,Whitefield,2094.0,2,3,113.19
4347,5th Phase JP Nagar,1485.0,2,3,67.0
4349,Whitefield,1200.0,2,2,45.0
4350,Hennur Road,1036.0,2,2,59.46
4352,Dodsworth Layout,1400.0,2,2,80.0
4353,Bommanahalli,1110.0,2,2,33.0
4354,Kodichikkanahalli,1150.0,2,2,48.0
4355,Kenchenahalli,715.0,1,1,45.0
4358,Jakkur,2283.0,4,4,130.0
4360,Hormavu,1453.0,2,3,43.58
4361,Nagarbhavi,1400.0,2,3,85.0
4362,Padmanabhanagar,1400.0,3,3,65.0
4363,Whitefield,1700.0,3,3,140.0
4364,Kanakpura Road,1591.0,3,3,120.0
4365,Nagarbhavi,1515.0,2,3,79.0
4367,Chandapura,975.0,2,2,24.86
4368,Yeshwanthpur,1382.0,2,3,76.18
4370,Sector 1 HSR Layout,1533.0,3,3,150.0
4372,other,1100.0,2,2,38.0
4374,Banashankari Stage II,1500.0,2,3,120.0
4375,Yelahanka,1391.0,2,3,64.5
4376,Begur Road,1160.0,2,2,42.92
4377,Chandapura,620.0,1,1,27.0
4381,Kanakpura Road,1482.0,3,3,60.98
4382,Whitefield,1405.0,2,2,84.5
4383,Gunjur,1190.0,2,2,40.0
4384,Harlur,1174.0,2,2,78.0
4385,Seegehalli,1155.0,2,2,72.0
4386,Thanisandra,1411.0,3,3,93.04
4387,other,745.0,2,2,50.0
4388,Kereguddadahalli,1000.0,2,2,30.0
4389,Jigani,923.0,2,2,50.0
4390,Yeshwanthpur,1000.0,2,2,32.0
4391,Battarahalli,1276.0,2,2,45.0
4392,other,1460.0,3,3,70.0
4393,other,1355.0,2,2,95.0
4394,other,833.0,1,1,49.0
4397,Ramamurthy Nagar,1200.0,2,2,48.0
4398,Yeshwanthpur,669.0,1,1,36.85
4399,7th Phase JP Nagar,2200.0,4,3,105.0
4400,Koramangala,1594.0,3,3,125.0
4401,Kothanur,1790.0,3,3,105.0
4402,NGR Layout,1020.0,2,2,45.0
4404,other,1037.0,2,2,36.28
4405,Whitefield,1345.0,2,3,57.0
4406,Kodichikkanahalli,1070.0,2,2,43.0
4408,Yeshwanthpur,1385.0,2,3,76.18
4409,Kanakpura Road,1207.0,2,2,79.9
4410,Varthur,1140.0,2,2,55.5
4411,other,1220.0,2,2,68.0
4414,Sarjapur  Road,1965.0,3,3,120.0
4415,Koramangala,1760.0,2,3,115.0
4416,Haralur Road,1225.0,2,2,70.0
4417,Marathahalli,1075.0,2,2,52.43
4418,Panathur,1000.0,2,2,68.0
4419,Hennur Road,1891.0,3,3,109.0
4420,Yelahanka,1322.0,2,2,86.0
4423,AECS Layout,1045.0,2,2,36.58
4424,other,1545.0,3,3,85.0
4425,Thanisandra,1996.0,3,3,135.0
4426,Brookefield,1125.0,2,2,70.0
4427,Mysore Road,1560.0,3,3,115.0
4428,BEML Layout,2000.0,2,3,85.0
4430,other,780.0,2,2,35.0
4431,other,1350.0,2,2,110.0
4432,Sarjapur  Road,2275.0,4,3,180.0
4433,other,1350.0,2,2,41.0
4434,Haralur Road,1464.0,3,3,56.0
4435,Kanakpura Road,1570.0,3,3,64.5
4436,Dasanapura,708.0,1,1,28.32
4437,Sarjapur  Road,1680.0,3,3,160.0
4438,Hoodi,1400.0,2,2,82.0
4439,Bellandur,1310.0,2,2,72.0
4441,Electronics City Phase 1,1175.0,2,2,57.0
4442,Chikkalasandra,1428.0,2,3,80.0
4443,Akshaya Nagar,750.0,4,4,62.0
4445,Haralur Road,1194.0,2,2,46.0
4447,8th Phase JP Nagar,1080.0,2,2,35.0
4448,other,1200.0,2,3,68.0
4449,Whitefield,1200.0,2,2,45.0
4451,Bommasandra Industrial Area,1320.0,2,3,38.13
4452,Badavala Nagar,1842.0,3,3,115.0
4453,Sector 2 HSR Layout,1146.0,2,2,55.0
4454,Rachenahalli,440.0,1,1,28.0
4455,Sahakara Nagar,1048.0,2,2,50.0
4456,Thanisandra,1801.0,3,3,115.0
4457,Hennur Road,1232.0,2,2,69.61
4458,Whitefield,1150.0,2,2,90.0
4459,Talaghattapura,1868.0,3,3,120.0
4460,Begur,1445.0,2,3,47.1
4461,Hebbal Kempapura,1466.0,2,3,140.0
4462,Harlur,1730.0,3,3,100.0
4464,Somasundara Palya,1185.0,2,2,70.0
4467,Kaval Byrasandra,1185.0,2,2,49.0
4468,other,1150.0,2,2,49.0
4471,Pai Layout,1075.0,2,2,35.0
4472,Hebbal,1760.0,3,3,123.0
4473,Banashankari,1600.0,2,2,63.98
4475,Haralur Road,1000.0,2,2,78.0
4476,7th Phase JP Nagar,1215.0,2,2,90.0
4477,EPIP Zone,1734.0,3,3,125.0
4478,Akshaya Nagar,1280.0,2,2,60.0
4479,Rachenahalli,1113.0,2,2,55.0
4480,Horamavu Banaswadi,1272.0,2,2,48.0
4481,Kereguddadahalli,1240.0,3,3,41.0
4483,Yelahanka,1100.0,2,2,70.0
4484,Ambalipura,896.0,2,2,30.13
4486,BTM 2nd Stage,1200.0,2,2,35.0
4491,Sarjapur,1500.0,2,2,30.0
4493,other,1096.0,2,2,48.0
4495,other,1094.0,2,2,44.0
4496,other,1100.0,2,2,49.0
4499,Nagarbhavi,1145.0,2,2,40.0
4500,Rachenahalli,1550.0,3,3,74.5
4501,Seegehalli,1830.0,4,3,82.0
4502,Hoodi,1746.0,3,3,84.95
4503,other,1280.0,4,4,115.0
4504,Kengeri,918.0,2,2,27.54
4505,Chandapura,645.0,1,1,16.45
4506,Banashankari Stage III,1305.0,2,3,60.0
4507,Thigalarapalya,1207.0,2,2,62.0
4508,Thanisandra,1678.0,3,3,125.0
4509,Kaggalipura,950.0,2,2,50.0
4511,Electronic City,1070.0,2,2,55.0
4512,Ardendale,1732.46,3,3,92.0
4513,Attibele,1639.0,2,3,40.98
4514,Marathahalli,1360.0,2,2,103.0
4518,Lakshminarayana Pura,1656.0,3,3,150.0
4519,Sarjapur  Road,985.0,2,2,49.0
4520,Dodda Nekkundi,1999.0,3,3,135.0
4521,7th Phase JP Nagar,1050.0,2,2,75.0
4522,Whitefield,1440.0,2,3,64.0
4523,Basavangudi,1600.0,2,3,160.0
4524,Ramagondanahalli,1253.0,2,2,52.66
4525,other,1200.0,3,3,85.0
4526,Padmanabhanagar,1360.0,2,3,75.0
4527,other,1086.0,2,2,47.5
4528,other,1655.0,3,3,155.0
4530,Sarjapur  Road,1418.0,2,2,78.0
4531,Kalena Agrahara,1270.0,2,2,100.0
4532,Begur Road,1410.0,2,3,52.17
4533,other,1150.0,2,2,74.0
4534,Ramamurthy Nagar,600.0,3,2,45.0
4535,other,1440.0,3,3,65.8
4536,other,1200.0,2,3,108.0
4537,other,1200.0,2,2,75.0
4538,Begur Road,1410.0,2,3,50.06
4540,Jalahalli,600.0,3,3,60.0
4541,Whitefield,624.0,1,1,35.0
4542,Electronic City,1060.0,2,2,58.0
4544,Whitefield,1200.0,2,2,45.0
4546,Sarjapur,1917.0,3,4,60.0
4547,KR Puram,950.0,2,2,40.0
4549,BTM 2nd Stage,1250.0,3,3,50.0
4550,Vishwapriya Layout,1235.0,2,2,60.0
4551,Budigere,722.0,1,1,46.0
4553,Sarjapur  Road,1200.0,2,2,93.0
4554,Bannerghatta Road,1400.0,3,3,68.0
4555,other,1225.0,3,3,60.0
4556,Marathahalli,1220.0,2,2,58.5
4557,Nagavarapalya,705.0,1,1,52.5
4558,Battarahalli,1880.0,3,3,94.36
4559,Yelahanka,1200.0,2,2,70.0
4560,other,1550.0,2,3,60.0
4561,Lingadheeranahalli,1893.0,3,3,130.0
4562,other,1650.0,3,3,75.0
4563,other,1113.0,2,2,46.0
4566,Sarjapur  Road,1586.0,3,3,70.0
4568,Yelahanka New Town,1541.0,3,3,80.0
4569,Haralur Road,1830.0,3,3,101.0
4570,Kodigehalli,1200.0,2,2,48.0
4571,other,1800.0,2,3,72.0
4572,Bommasandra,1015.0,2,2,40.0
4573,Raja Rajeshwari Nagar,1120.0,2,2,37.95
4574,Hoodi,706.0,1,1,48.24
4575,other,1350.0,4,4,85.0
4577,Kanakpura Road,1900.0,3,3,99.0
4580,Bisuvanahalli,1075.0,2,3,42.0
4581,Kanakpura Road,1290.0,2,2,80.0
4582,Akshaya Nagar,1200.0,2,2,50.0
4583,Hormavu,1150.0,2,2,53.11
4584,Uttarahalli,1360.0,2,3,61.2
4586,other,935.0,2,2,32.73
4587,Cox Town,1730.0,3,3,140.0
4588,Sarjapur  Road,1260.0,2,2,53.0
4591,Marathahalli,950.0,2,2,45.68
4596,Budigere,1991.0,4,3,88.0
4597,Sarjapur  Road,1115.0,2,2,60.0
4598,Koramangala,1900.0,3,3,150.0
4599,Whitefield,1109.0,2,2,41.49
4603,9th Phase JP Nagar,1005.0,2,2,43.0
4604,Kengeri,416.0,1,1,19.5
4605,1st Phase JP Nagar,1394.0,2,2,100.0
4606,Harlur,2138.0,3,3,110.0
4608,Nagavarapalya,1300.0,3,3,80.0
4609,Thanisandra,1265.0,2,2,82.0
4610,other,1140.0,2,2,52.0
4611,other,1050.0,2,2,40.0
4612,Thanisandra,1100.0,2,2,48.0
4613,Varthur,1012.0,2,2,59.0
4614,Varthur,1600.0,4,4,112.0
4615,Yelahanka,1326.0,2,2,57.0
4616,Hebbal Kempapura,1654.0,2,3,85.0
4618,Chikkalasandra,1070.0,2,2,42.8
4619,Whitefield,1700.0,3,3,95.0
4620,Bhoganhalli,910.2,2,2,80.64
4621,Kogilu,1140.0,2,2,50.66
4623,Talaghattapura,2254.0,3,3,170.0
4624,Kanakapura,945.0,2,2,47.0
4627,Marathahalli,615.0,1,1,44.0
4628,Ramamurthy Nagar,1110.0,2,2,65.0
4630,Electronic City,1025.0,2,2,54.1
4631,other,1758.0,3,3,95.0
4633,Kaikondrahalli,1342.0,3,3,92.0
4634,Kalyan nagar,1800.0,3,3,85.0
4636,Doddathoguru,1140.0,2,2,32.0
4637,Raja Rajeshwari Nagar,1608.0,2,2,85.0
4638,Kadugodi,1645.0,2,3,82.0
4639,Ramamurthy Nagar,1410.0,2,3,56.4
4640,Harlur,1200.0,2,2,52.0
4641,8th Phase JP Nagar,1275.0,2,3,41.5
4643,other,909.0,2,3,40.0
4644,other,1200.0,3,2,85.0
4645,Kalyan nagar,1080.0,2,2,73.0
4646,other,1200.0,2,2,34.0
4647,Akshaya Nagar,1092.0,2,2,60.0
4648,Jalahalli,1932.0,4,3,135.0
4649,KR Puram,1156.0,2,2,72.0
4650,Bellandur,924.0,2,2,35.11
4651,Thubarahalli,1330.0,2,2,75.0
4652,Thanisandra,1917.0,4,3,113.0
4653,Chandapura,985.0,2,2,25.12
4657,Kodigehalli,655.0,1,1,53.0
4658,other,1800.0,3,3,140.0
4659,Margondanahalli,1360.0,2,4,45.0
4660,Bellandur,1785.0,3,3,118.0
4662,Hebbal,1645.0,3,3,120.0
4663,Gottigere,1235.0,2,2,63.0
4664,Anandapura,900.0,2,2,48.0
4665,Thanisandra,662.0,1,1,42.0
4667,Whitefield,1215.0,2,2,62.0
4668,Bisuvanahalli,845.0,2,2,37.0
4669,Sarjapur  Road,1525.0,2,3,87.0
4670,other,1000.0,2,2,48.0
4671,Hebbal,1255.0,2,3,90.0
4672,Mysore Road,1560.0,3,3,120.0
4673,Kasavanhalli,2100.0,3,3,110.0
4674,Kodichikkanahalli,1620.0,2,3,85.0
4675,Marathahalli,1595.0,3,3,90.0
4676,other,1095.0,2,2,38.52
4677,9th Phase JP Nagar,835.0,2,2,37.0
4678,Hennur Road,2182.0,3,3,72.04
4679,Thigalarapalya,1418.0,2,2,106.0
4680,Sanjay nagar,1900.0,2,3,180.0
4682,BTM 2nd Stage,1070.0,2,2,48.0
4685,Electronics City Phase 1,755.0,1,1,42.41
4686,Hebbal,1645.0,3,3,117.0
4688,Chandapura,645.0,1,1,16.45
4692,Electronics City Phase 1,919.0,2,2,28.0
4693,Bannerghatta Road,1725.0,3,3,110.0
4694,Sarjapur  Road,1346.0,2,2,71.32
4695,Electronic City Phase II,1070.0,2,2,45.0
4696,Begur Road,1225.0,2,2,35.52
4698,Neeladri Nagar,640.0,1,1,20.5
4699,Chikkalasandra,1310.0,2,3,52.4
4700,Kanakapura,1190.0,2,2,39.0
4701,other,1645.0,3,3,87.5
4702,Marathahalli,1350.0,2,2,89.0
4703,Vittasandra,1404.0,2,2,68.8
4704,Electronic City,1105.0,2,3,35.0
4705,Kanakpura Road,900.0,2,2,41.0
4707,Dodda Nekkundi,1100.0,2,2,41.15
4708,Thanisandra,2100.0,4,4,95.0
4709,Thanisandra,1948.0,3,3,130.0
4710,Singasandra,1464.0,3,3,56.0
4711,Raja Rajeshwari Nagar,1210.0,2,2,45.0
4713,other,1252.0,2,2,55.0
4717,7th Phase JP Nagar,1300.0,3,3,89.13
4718,7th Phase JP Nagar,1130.0,2,2,73.0
4720,Thanisandra,1690.0,3,3,125.0
4722,other,950.0,2,2,60.0
4723,Marathahalli,1020.0,2,2,57.0
4724,other,2107.0,4,4,95.0
4725,Marathahalli,1735.0,3,3,72.0
4726,Sarjapur  Road,915.0,2,2,37.0
4727,other,1450.0,3,3,68.0
4728,Thigalarapalya,2215.0,4,3,156.0
4730,Hennur Road,1804.0,3,3,102.0
4731,Marathahalli,1600.0,3,2,88.0
4732,Uttarahalli,1280.0,2,2,75.0
4733,Hebbal,1255.0,3,3,77.68
4735,Hoodi,1257.0,2,2,69.0
4736,Raja Rajeshwari Nagar,1240.0,2,2,53.27
4739,Hulimavu,1255.0,2,2,66.0
4740,Ananth Nagar,870.0,2,2,36.0
4741,Tumkur Road,1789.0,3,3,98.0
4743,Electronic City,660.0,1,2,18.0
4744,other,600.0,3,3,54.0
4745,other,1155.0,2,2,56.0
4746,R.T. Nagar,1235.0,2,2,65.0
4748,CV Raman Nagar,1025.0,2,2,50.0
4749,Raja Rajeshwari Nagar,1395.0,2,3,72.0
4750,Rachenahalli,1530.0,2,3,74.4
4751,Dodda Nekkundi,1252.0,2,3,71.0
4752,Hennur Road,1081.0,2,2,30.27
4754,Ardendale,2062.0,3,4,150.0
4755,Choodasandra,1220.0,3,3,56.0
4756,Jigani,1408.0,2,3,55.0
4757,Bisuvanahalli,1180.0,2,3,60.0
4758,Sarjapur  Road,715.0,1,1,29.0
4759,Sarjapur  Road,1230.0,2,2,94.5
4760,Kaggadasapura,1035.0,2,2,45.5
4762,Kathriguppe,1300.0,3,3,77.99
4763,Kanakpura Road,1100.0,3,3,52.97
4764,Whitefield,1216.0,2,2,84.0
4765,other,1450.0,2,2,62.63
4766,Nagavarapalya,705.0,1,1,57.0
4767,Gottigere,1385.0,3,3,64.0
4768,Anekal,1200.0,2,2,36.1
4769,Electronic City Phase II,1310.0,2,3,32.75
4770,Sarjapur  Road,1043.0,2,2,39.5
4771,Koramangala,1320.0,2,2,110.0
4773,Varthur,1140.0,2,2,39.9
4774,Kadugodi,1100.0,2,2,45.0
4775,Hebbal,1586.0,3,3,90.0
4776,Chandapura,975.0,2,2,24.86
4777,other,1365.0,3,2,60.0
4778,Rajaji Nagar,1263.0,2,2,107.0
4779,Begur Road,1565.0,2,3,59.76
4782,Hennur Road,2320.0,3,3,170.0
4783,Sarjapur  Road,1750.0,3,3,99.0
4784,Kudlu,1143.0,2,2,55.0
4785,Hennur Road,1936.0,3,3,118.0
4786,Electronic City,660.0,1,2,15.0
4787,Chandapura,700.0,1,2,19.0
4788,other,1402.0,2,3,85.0
4790,Electronic City,1000.0,2,2,41.0
4791,Gottigere,1000.0,2,2,35.0
4792,Kengeri Satellite Town,818.0,2,2,26.0
4793,Bommenahalli,1680.0,3,4,135.0
4795,Indira Nagar,1145.0,2,2,100.0
4796,Chandapura,1190.0,2,3,30.35
4797,Sarjapur  Road,1145.0,2,2,62.0
4798,Somasundara Palya,1575.0,3,3,68.0
4800,Thanisandra,1200.0,2,2,46.0
4801,Yelahanka,1500.0,2,3,63.0
4803,Kothanur,1583.0,3,3,76.1
4804,Kanakpura Road,700.0,2,2,34.98
4805,Bannerghatta Road,950.0,2,2,38.0
4806,Banashankari,1041.0,2,2,36.44
4807,Thubarahalli,1085.0,2,2,70.0
4808,Anjanapura,1070.0,2,2,37.0
4809,Raja Rajeshwari Nagar,1165.0,2,2,45.0
4810,Bommasandra,1000.0,2,2,35.0
4811,Horamavu Agara,1169.0,2,2,64.0
4812,other,1150.0,4,4,110.0
4813,Whitefield,1840.0,3,3,140.0
4814,other,1550.0,3,3,75.0
4815,Kaval Byrasandra,997.0,2,2,53.0
4816,Gunjur,1457.0,2,2,60.0
4817,ISRO Layout,1000.0,2,2,60.0
4818,KR Puram,1000.0,2,2,60.0
4819,Sarjapur  Road,1500.0,3,3,88.0
4821,Lakshminarayana Pura,1165.0,2,2,75.0
4823,Kasavanhalli,1787.0,3,3,123.0
4824,Raja Rajeshwari Nagar,1288.0,2,3,70.0
4825,Thanisandra,1430.0,2,3,54.11
4827,Doddathoguru,750.0,1,1,25.5
4829,Channasandra,1200.0,3,3,67.77
4830,Electronic City,1500.0,2,3,78.0
4831,Ambalipura,1230.0,2,2,66.25
4832,Marathahalli,780.0,1,1,55.0
4833,Bannerghatta Road,1220.0,2,2,80.0
4834,Kanakpura Road,1110.0,2,2,43.0
4837,Akshaya Nagar,1690.0,3,3,85.0
4838,Bannerghatta Road,1130.0,2,2,78.0
4839,Electronic City,1213.0,2,2,59.32
4840,Kengeri,900.0,2,2,45.0
4841,Panathur,1199.0,2,2,85.0
4843,Bhoganhalli,2072.5,2,4,111.0
4845,Uttarahalli,661.0,1,1,36.0
4847,Marathahalli,1710.0,3,3,100.0
4848,Kengeri Satellite Town,1030.0,2,2,50.0
4849,Choodasandra,1220.0,3,3,56.0
4850,Marathahalli,1530.0,3,3,73.5
4851,Ramamurthy Nagar,1200.0,2,2,78.0
4852,other,2000.0,3,3,85.0
4854,Green Glen Layout,1751.0,2,3,115.0
4856,Panathur,1255.0,2,2,79.0
4857,Whitefield,1778.0,3,3,122.0
4858,other,1100.0,2,2,45.0
4859,Hennur Road,1480.0,2,2,65.0
4860,Marathahalli,1358.0,2,2,81.0
4861,Electronics City Phase 1,580.0,1,1,27.0
4862,Choodasandra,1197.0,2,2,63.0
4864,Lingadheeranahalli,1705.0,3,3,110.0
4865,Electronic City Phase II,1310.0,2,3,37.83
4866,Hoodi,1132.0,2,2,67.9
4868,other,814.0,2,2,55.0
4869,Electronic City,1575.0,3,3,90.0
4870,Pattandur Agrahara,1302.0,2,2,66.0
4872,Hegde Nagar,2006.8,4,3,196.0
4873,other,1100.0,2,2,44.0
4875,other,830.0,2,2,37.0
4876,Electronic City,435.0,1,1,19.5
4877,other,1590.0,3,3,120.0
4878,Electronic City Phase II,1140.0,2,2,33.06
4879,Kasavanhalli,1090.0,2,2,59.8
4880,Thanisandra,1922.0,3,3,106.0
4881,Thanisandra,965.0,2,2,67.0
4882,Mysore Road,883.0,2,2,40.95
4883,8th Phase JP Nagar,1062.0,2,2,42.47
4884,Electronic City Phase II,1089.0,2,2,32.67
4885,Babusapalaya,1358.0,2,3,43.1
4886,Hoodi,1108.0,2,2,87.0
4887,Harlur,1197.0,2,2,79.0
4888,Sarjapur  Road,1190.0,2,2,50.0
4890,Vijayanagar,1749.0,3,3,117.0
4892,Kasavanhalli,1691.0,3,3,104.0
4893,Electronic City,1449.0,3,3,100.0
4894,Bommanahalli,1625.0,2,3,87.72
4895,Whitefield,1400.0,2,2,80.0
4896,Electronic City,1310.0,2,3,37.83
4897,other,1100.0,2,2,48.0
4898,other,1230.0,2,3,53.51
4899,Green Glen Layout,1750.0,3,3,130.0
4900,7th Phase JP Nagar,1450.0,3,3,100.0
4901,Haralur Road,1810.0,3,3,126.0
4902,Vittasandra,1246.0,2,2,62.3
4903,Brookefield,1420.0,3,3,85.0
4905,other,1450.0,2,3,89.6
4907,other,1367.0,2,2,62.0
4908,Talaghattapura,2254.0,3,3,170.0
4909,Begur Road,1160.0,2,2,42.0
4911,Kadugodi,1711.0,3,3,75.0
4913,Raja Rajeshwari Nagar,1120.0,2,2,37.97
4914,Kaggalipura,950.0,2,2,47.0
4915,Basavangudi,1560.0,2,2,145.0
4917,Kanakpura Road,1225.0,2,2,60.0
4918,TC Palaya,1200.0,2,3,66.0
4919,other,1340.0,2,2,77.0
4920,Sarjapur  Road,1846.0,3,3,145.0
4921,Dodda Nekkundi,1155.0,2,2,46.0
4922,Balagere,1205.0,2,2,70.0
4923,Thanisandra,1140.0,2,2,36.0
4924,Raja Rajeshwari Nagar,1140.0,2,2,38.65
4925,Jalahalli East,1300.0,2,3,63.0
4926,Bellandur,1051.0,2,2,60.0
4927,Uttarahalli,1134.0,2,2,45.36
4930,other,1135.0,2,2,32.91
4931,other,1745.0,3,3,77.0
4933,other,1665.0,3,3,105.0
4934,other,1220.0,2,2,48.79
4935,Kanakpura Road,1868.0,3,3,113.0
4936,Anandapura,640.0,3,3,45.0
4937,other,2300.0,4,4,200.0
4938,other,1210.0,2,2,76.0
4939,Ambalipura,1351.0,2,2,77.0
4940,Hebbal,1636.0,3,3,119.0
4942,Haralur Road,1464.0,2,2,56.0
4943,Attibele,418.0,1,1,12.0
4944,Kanakpura Road,1339.0,2,2,62.0
4946,Rachenahalli,1530.0,2,3,74.5
4947,other,1100.0,2,2,46.0
4948,7th Phase JP Nagar,1350.0,3,3,58.0
4949,Marathahalli,1290.0,2,2,52.0
4950,Bommasandra Industrial Area,1220.0,2,3,35.23
4951,Sarjapur  Road,1846.0,3,3,155.0
4952,Hegde Nagar,1847.0,3,3,135.0
4954,Hoodi,1430.0,2,2,110.0
4955,Old Madras Road,935.0,2,2,45.0
4956,Attibele,1350.0,3,3,85.0
4958,Hennur Road,1590.0,3,3,96.5
4959,other,1286.0,3,3,67.0
4960,other,1141.0,2,2,40.0
4961,Shivaji Nagar,1554.0,3,2,130.0
